2,6;1360;150;11,88172349;1045,5;166;1056,25;113;1692;1267,5;13,5999999;48,87500095;0,757753825;;
2;1292,25;112;9,39716489;954,75;103;1173,75;92;1558,75;972,25;13,29999995;47,69999981;0,725487449;;
2,2;1402;88;8,997816871;939,25;131;1140;114;1554,5;1074;11,9000001;53,97500038;0,750239067;;
2,2;1375,5;80;9,228796421;948,25;172;1092;122;1583,75;1203,25;11;60;0,786712533;;
1,6;1272,25;51;6,518223669;835,5;131;1205;116;1490;1110;11,1500001;59,57500076;0,788794232;;
1,2;1197;38;4,741012362;750,25;89;1336,5;96;1393;949,25;11,17500019;59,17500019;0,784771664;;
1,2;1185;31;3,62439919;689,5;62;1461,75;77;1332,75;732,5;11,32499981;56,77499962;0,760311939;;
1;1136,25;31;3,326676992;672;62;1453,25;76;1332,75;729,5;10,67499995;60;0,770238458;;
0,9;1094;24;2,339416195;608,5;45;1579;60;1276;619,5;10,6500001;59,67499924;0,764818726;;
0,6;1009,75;19;1,696658258;560,75;NaN;1705;NaN;1234,75;501,25;10,25000024;60,20000076;0,751657165;;
NaN;1011;14;1,293619757;526,75;21;1817,5;34;1196,75;445,25;10,07500005;60,47499943;0,746494516;;
0,7;1066;8;1,133430571;512;16;1918;28;1182;421,75;10,99999976;56,17500019;0,7365596;;
0,7;1051,75;16;1,60376788;553,25;34;1738,25;48;1221,25;471,5;10,45000005;58,125;0,735295083;;
1,1;1144;29;3,243618147;667;98;1489,75;82;1339;729,75;10,20000005;59,59999943;0,741736163;;
2;1333,25;64;8,013772987;899,75;174;1136;112;1517;1101,5;10,75;57,42500019;0,740794576;;
2,2;1351;87;9,540642925;960,25;129;1079;101;1582,75;1027,75;10,5;60,59999847;0,769110793;;
1,7;1233,25;77;6,335782437;827,25;112;1218;98;1445,75;859,75;10,79999995;58,35000038;0,755183083;;
1,5;1178,75;43;4,971583761;762;95;1327,5;92;1361,75;670,5;10,49999976;57,92500019;0,73516078;;
1,6;1236;61;5,216919;774,25;104;1301,25;95;1401,25;664;9,524999857;66,77499866;0,795053789;;
1,9;1285,5;63;7,269933358;868,5;146;1162,25;112;1536,75;799;8,299999833;76,42500114;0,839268068;;
2,9;1371;164;11,53900721;1033,5;207;983,25;128;1730,25;1036,5;8;81,14999962;0,873588534;;
2,2;1310;79;8,826222726;932,5;184;1081,75;126;1646,5;946,25;8,325000167;79,79999924;0,877784445;;
2,2;1291,75;95;8,301413417;911,5;193;1102,5;131;1590,75;956,75;9,700000048;71,15000153;0,856938128;;
2,9;1383;150;11,15158122;1019,75;243;1008;135;1718,75;1104;9,775000095;67,62499809;0,818501207;;
4,8;1580,75;307;20,79921686;1318,5;281;798,5;151;2083;1408,5;10,3499999;64,17499924;0,806543633;;
6,9;1775,5;461;27,35980749;1487,75;383;702,25;172;2332,5;1704;9,650000095;69,30000114;0,831921144;;
6,1;1640;401;24,01775694;1404;351;742,75;165;2191,25;1653,75;9,649999857;67,75;0,813313935;;
3,9;1312,75;197;12,77936825;1076,25;240;957,25;136;1706,5;1284,75;9,125;63,97499943;0,741924224;;
1,5;964,5;61;4,707071919;748,5;94;1325,25;85;1332,5;821;8,175000191;63,39999962;0,690484447;;
1;912,75;26;2,64572151;629,25;47;1564,5;53;1252,25;551,75;8,249999881;60,82499886;0,66574436;;
1,7;1080,25;55;5,854801514;805;122;1253,5;97;1375;815,5;8,325000286;58,52500057;0,64376361;;
1,9;1043,75;53;6,37429751;829;133;1247,25;110;1378,25;831,5;7,725000143;59,67499924;0,63076606;;
1,4;987,75;40;4,132341795;718;82;1395,5;91;1303,5;691,5;7,125;61,79999924;0,627597369;;
0,8;888,75;21;1,869444635;574,25;NaN;1680,25;NaN;1187;512;6,975000024;62,27499962;0,626107528;;
NaN;831;10;1,068292612;505,75;21;1892,75;32;1133,75;384;6,100000024;65,90000153;0,624753632;;
0,6;847,25;7;1,022414599;501,25;30;1894,5;44;1154,75;394;6,274999976;64,97500038;0,623282321;;
0,8;927;17;1,830431226;571,25;56;1684,75;71;1222,75;486,5;6,75;62,94999981;0,623427539;;
1,4;1090,5;33;4,359340997;730,25;109;1387;104;1360,75;748,25;6,449999928;65,07500172;0,631628114;;
4,4;1587;202;17,8655867;1235,5;307;896,5;141;1900,25;1400,25;7,325000048;63,14999962;0,649933139;;
NaN;1544,5;NaN;22,07416206;1353;NaN;767,25;NaN;2058;1587,75;9,225000024;56,19999886;0,656065119;;
3,1;1350,25;208;14,02701137;1117,5;187;912;122;1711,75;1237;13,2249999;41,74999905;0,631950131;;
2,7;1262,75;166;11,64564656;1037,25;216;969;143;1598,25;1166,5;14,32500005;38,44999981;0,624304294;;
2,1;1206,25;114;10,22466214;986;143;1034,5;113;1537;959;15,0250001;36,5;0,619532323;;
2,5;1251,5;140;11,03993604;1015,75;160;1007,5;116;1592,75;983;16,10000014;34,47499943;0,62616474;;
2,7;1287;169;12,8164462;1077,5;163;948,75;123;1660,25;1060,75;16,27500057;35,72500038;0,656030612;;
2,9;1352,75;185;14,17385118;1122,25;190;921,75;126;1740;1139,25;15,82500005;37,02499962;0,66096114;;
2,8;1309;165;12,6905681;1073,25;178;954;120;1657,25;1112,25;15,87499976;37,17500019;0,665728525;;
2,4;1274;133;11,73840542;1040,5;150;1005,75;119;1609,75;993,75;16,87500024;34,34999943;0,654908514;;
3,9;1509,5;233;19,29097489;1276,5;206;812,25;149;1909,75;1409,5;15,14999986;39,55000019;0,676626508;;
3,7;1525,25;242;18,22617829;1246;202;821;145;1846,75;1447,75;14,39999986;43,42500019;0,70844976;;
6,6;1843;488;32,55627835;1609,75;340;624;170;2390,25;1886,5;12,875;50,52500057;0,747803219;;
4,4;1597,75;333;20,09294356;1299;274;752;149;1940,5;1626,75;12,14999986;53,34999943;0,753620223;;
3,5;1483,5;215;14,32134242;1127;253;839;139;1723;1491;10,97500014;59,12500095;0,773980003;;
5,4;1677,25;367;21,81286507;1346;300;740,5;134;2062;1657;9,674999952;64,62499905;0,777073943;;
2,7;1279,5;122;9,638999815;964;193;962,5;113;1543,5;1285,25;9,450000286;64,125;0,759746528;;
1,9;1196,25;67;7,375139468;873;139;1071,25;97;1463,25;1144,25;9,149999857;63,90000153;0,742276413;;
1,6;1183,75;43;5,36960417;781,75;83;1176,25;82;1364,5;1042,75;8,799999952;63,92499828;0,725615371;;
1,7;1171,75;46;5,39010394;782,75;NaN;1178,5;NaN;1379,75;995,5;7,800000072;67,52499962;0,717312115;;
NaN;1147;56;6,199041963;821;109;1132,25;83;1411,75;991,5;7;71,07500076;0,715778469;;
1;978,25;30;2,577932199;624,75;62;1420,25;65;1274,25;819,25;8,299999952;63,57499981;0,69815462;;
1,2;1099,5;27;2,908548009;646,25;53;1406,25;60;1267,5;835;7,200000048;67,47500038;0,688672147;;
1,5;1112,25;47;5,136255829;770,25;139;1228;77;1408,5;939,75;6,349999905;71,89999962;0,693198559;;
2,7;1335,5;132;11,8171386;1043,25;256;935,25;96;1678;1191,75;6,450000167;71,55000114;0,69447548;;
3,7;1408,333333;239;15,1401612;1153;295;830,3333333;119;1776,666667;1411;9,566666603;59,66666794;0,712366561;;
3,2;1447;160;12,9130631;1080,75;250;868,5;126;1666,75;1465;12,375;51,17500019;0,733458385;;
4,1;1541,5;283;16,13350884;1183,75;296;808,25;158;1779,75;1582,5;15,64999986;42,19999981;0,745093758;;
3,6;1451,25;210;14,01930102;1117,25;239;875,25;161;1679,25;1387,25;18,4000001;33,82499981;0,70896357;;
2,8;1328,25;154;12,27966408;1059,25;153;986,5;124;1599,5;1100,5;19,35000038;31,2750001;0,695008105;;
2;1206,5;112;8,618412577;924,25;118;1087,75;102;1488,25;849,75;18,02499962;34,80000019;0,712673874;;
2;1239,5;108;9,19656674;947;119;1049;116;1531,75;947;18,375;33,64999962;0,704207021;;
2,5;1306;111;10,24488708;986,75;138;1004;124;1554;1078;17,625;35,10000038;0,701203251;;
2,3;1326;97;10,61184446;1000,25;148;975,5;125;1601,5;1083,75;16,67500019;37,79999924;0,711736404;;
3,2;1472,75;191;15,45220996;1162,75;227;830,5;148;1779;1394,75;16,0999999;41,02499962;0,745131494;;
